condominio,iptu,area,qtd_quartos,qtd_vagas,qtd_banheiros,aluguel
290,221,45,1,1,1,720
220,490,70,3,1,3,2000
962,171,111,3,2,3,4200
135,490,30,1,1,1,2000
1200,131,150,3,3,3,2400
220,490,49,2,1,1,1200
220,490,60,2,1,1,750
350,490,35,2,1,1,1200
350,490,110,3,2,1,1100
220,490,55,2,1,1,900
220,220,34,2,1,1,850
1285,400,40,1,1,1,1440
220,300,85,2,1,1,800
220,490,118,3,2,3,3800
220,490,70,3,1,3,2000
196,490,134,2,2,2,2159
380,73,94,3,1,1,1300
1000,312,150,4,2,3,3800
220,490,55,2,1,1,1200
220,408,83,3,1,2,1500
220,142,52,2,1,1,800
250,490,83,2,1,2,900
220,490,25,1,1,1,850
220,490,79,2,1,2,3000
290,200,40,2,1,1,750
220,400,25,1,2,1,890
290,400,56,1,1,1,855
730,285,105,3,1,3,1500
288,277,47,1,2,1,950
832,400,50,1,1,1,2500
1265,490,123,3,2,3,2500
939,226,73,2,2,3,2900
973,114,61,3,2,2,2000
973,490,54,2,2,1,850
850,490,83,2,1,2,1800
790,984,35,1,1,1,1900
220,490,43,2,2,2,1000
300,490,56,2,1,2,1150
300,490,49,1,2,1,1550
270,490,45,2,1,1,1200
859,490,72,2,1,2,2400
300,406,83,3,2,2,1500
1300,2636,127,3,3,3,3380
300,490,100,3,1,3,1250
300,490,50,1,2,1,700
939,231,73,2,2,3,3700
300,490,40,1,2,1,900
290,203,69,2,2,1,650
694,490,120,3,2,3,3460
300,490,54,2,1,1,1150
300,300,40,1,1,1,750
300,279,50,2,1,1,3450
1397,117,130,3,3,3,2400
300,490,56,2,1,2,1550
300,490,50,2,1,1,1509
300,112,60,2,2,2,3500
300,490,62,2,1,1,3500
200,490,45,2,1,1,950
720,400,80,3,1,3,1400
70,300,50,2,2,1,700
1650,141,100,3,2,3,2549
300,490,62,3,1,2,1900
350,490,60,2,2,1,650
300,490,50,2,1,2,3500
350,490,50,1,2,1,850
300,490,29,2,1,1,680
300,490,89,3,2,1,850
350,139,50,1,2,1,800
1000,128,120,2,1,3,2100
600,490,91,3,2,2,1500
300,490,80,2,1,2,2000
250,490,48,2,1,1,1500
300,490,45,2,1,1,1750
300,490,83,3,2,2,4000
290,490,30,1,2,1,1200
1240,490,87,3,2,2,3800
75,300,50,2,2,1,650
300,490,70,3,1,3,1800
290,220,35,2,2,1,700
550,490,80,3,1,2,1800
1342,174,175,3,2,2,3500
882,490,55,1,1,1,1800
170,490,63,2,1,1,800
300,490,70,3,1,3,1800
350,490,45,2,2,1,750
290,173,33,1,2,1,720
300,300,50,1,1,1,750
350,400,50,2,2,1,900
370,490,43,2,1,1,730
800,490,77,3,1,3,1500
300,490,70,3,1,3,1800
2550,4800,210,4,2,2,5000
440,490,56,2,1,2,890
440,490,50,1,2,1,800
440,490,64,2,1,2,3800
440,490,45,2,1,1,800
440,490,70,3,1,3,1800
350,400,60,2,2,2,1350
250,490,52,2,1,1,650
440,490,30,1,1,2,1700
1300,400,125,3,2,2,2600
440,226,45,2,2,1,750
440,490,70,3,1,3,1800
350,490,90,2,1,2,1200
1048,490,127,3,2,3,3469
204,348,45,2,1,1,850
300,490,127,5,2,3,4209
497,400,45,1,1,1,2500
100,378,47,2,2,1,600
650,490,80,3,1,2,1100
300,490,32,1,2,1,650
465,400,60,1,1,1,3500
300,490,50,2,2,1,689
300,490,50,2,2,1,609
300,490,105,3,2,1,2400
630,490,40,1,2,1,850
383,271,36,2,1,1,850
630,490,45,2,1,1,3200
290,490,50,2,2,1,700
1117,115,88,2,1,2,1300
180,490,43,2,1,1,650
491,490,132,3,1,3,2100
2500,1250,253,4,4,2,5000
440,490,47,1,1,1,990
428,1303,45,1,1,1,3100
630,490,50,2,2,1,900
630,490,40,1,2,1,700
630,490,60,2,2,1,710
366,420,48,2,1,1,2000
630,490,66,2,1,2,1375
290,184,69,2,2,1,650
630,490,70,3,1,3,2000
440,490,80,2,1,3,2000
880,125,75,3,2,3,2300
630,490,167,2,2,2,1700
630,288,70,2,2,2,1100
630,300,50,1,1,1,900
630,490,40,2,2,1,800
650,400,134,3,1,3,1000
1150,490,158,3,3,2,3000
630,490,30,1,1,1,1609
630,262,40,2,2,1,1450
630,490,60,1,1,1,2300
630,490,53,2,1,1,3500
880,490,91,3,1,3,1200
700,490,67,3,2,2,2300
120,200,50,2,2,1,600
290,201,47,2,2,1,600
980,3073,116,3,3,3,5500
630,490,55,2,2,1,1200
150,317,45,2,2,1,700
630,490,50,2,1,1,900
630,490,55,2,2,1,800
490,340,60,2,1,1,900
2555,1500,210,4,2,2,5000
400,520,58,2,1,1,1850
630,490,60,3,2,3,1000
630,490,84,3,2,1,600
988,132,105,3,1,2,1800
440,289,32,1,2,1,890
630,490,45,2,1,1,900
440,490,40,1,1,1,1200
530,274,74,2,1,1,950
200,490,30,2,2,1,900
440,490,47,2,1,1,1000
390,490,45,1,1,1,890
520,121,28,1,2,1,1000
520,490,30,1,1,1,650
520,490,100,2,2,2,800
520,490,78,2,2,2,4500
100,340,47,2,2,1,900
1000,490,106,3,2,3,3100
520,490,52,2,2,1,650
520,300,50,2,2,1,650
737,157,73,3,2,2,2360
310,490,46,2,1,1,800
520,490,80,3,2,3,6600
443,490,134,3,2,3,1400
850,115,120,3,1,3,1630
520,300,65,2,1,2,800
988,201,68,2,3,2,2700
520,400,50,2,2,1,600
250,490,70,3,1,2,1800
520,490,106,4,2,3,900
370,490,83,2,1,1,600
344,490,45,2,1,1,1000
520,490,70,2,1,2,1270
350,490,50,1,1,1,850
882,400,55,1,1,1,1800
520,490,48,1,1,1,1250
500,490,78,3,1,2,2500
1200,400,125,3,1,2,1200
500,400,44,2,2,1,2500
520,400,50,2,2,1,900
520,490,40,1,1,1,800
190,94,40,1,2,1,1000
290,214,38,2,2,1,1200
440,490,90,2,2,1,650
520,490,51,2,2,1,900
520,490,70,2,1,1,870
440,490,44,1,1,1,3000
520,490,54,2,2,1,850
860,490,90,2,2,3,1900
520,490,40,1,2,1,589
520,490,68,2,1,2,3700
679,400,51,2,1,1,2100
560,1200,58,2,1,1,4200
1200,400,151,3,1,3,1450
440,490,30,1,1,2,2000
260,302,44,1,1,1,700
520,400,45,2,2,1,750
520,163,34,2,2,1,700
490,300,80,3,2,2,1350
780,490,90,2,1,2,4500
440,490,55,2,2,2,900
1100,3000,118,3,3,2,8000
780,517,45,2,2,1,780
780,300,140,3,2,3,800
780,490,40,2,2,1,580
150,337,46,2,2,1,900
218,490,41,2,1,1,950
273,400,44,1,1,1,2500
745,135,83,3,2,3,4000
780,400,38,2,2,1,650
420,250,80,3,1,2,2400
612,490,56,1,1,1,3300
780,490,46,2,1,1,800
290,169,34,1,2,1,720
440,490,37,1,2,1,900
1083,1241,128,3,2,3,2500
250,102,35,1,2,1,940
1275,490,142,3,3,3,3200
134,73,30,1,1,1,2000
250,490,82,3,1,2,950
260,113,35,1,2,1,940
440,490,40,1,1,1,900
440,140,67,2,1,2,800
1100,200,140,3,3,3,2700
440,490,65,2,1,1,3800
440,490,55,2,1,1,800
780,490,66,1,1,1,3200
70,490,70,2,2,1,1000
780,490,50,2,2,1,750
1000,110,142,3,2,3,2900
200,490,40,2,2,1,900
200,490,55,2,1,1,900
200,400,50,2,2,1,900
200,400,72,3,2,3,1500
980,490,100,3,1,3,3500
1400,1620,180,3,2,3,1800
700,1200,66,2,1,2,5500
438,490,72,3,1,2,2489
290,187,21,1,2,1,900
200,490,50,1,2,1,900
200,490,40,2,2,2,700
100,340,46,2,2,1,1400
200,490,60,1,2,2,750
1130,490,58,2,1,2,3200
450,490,30,1,1,2,2000
290,490,36,1,2,1,800
200,490,38,1,1,1,3000
290,225,47,2,2,1,600
200,490,70,2,1,1,870
200,490,63,2,2,2,4000
244,176,35,1,2,1,890
100,321,47,2,2,1,900
450,490,78,2,1,1,6000
100,400,37,2,2,1,920
450,490,45,2,1,1,920
130,490,30,1,2,1,890
360,490,30,1,2,1,900
1800,100,65,2,1,1,1500
920,297,87,3,2,3,3300
450,490,32,1,2,1,950
200,292,60,2,2,2,890
450,490,128,2,1,2,900
200,166,50,1,2,1,600
875,400,82,3,2,2,1750
200,490,32,1,2,1,650
200,490,50,2,2,1,609
200,292,60,2,2,2,890
1025,490,135,3,2,2,3500
200,490,40,2,2,1,900
190,490,40,1,2,1,600
190,490,50,1,2,1,650
190,490,40,1,1,1,920
190,292,60,2,2,2,890
450,490,40,1,1,1,940
450,490,45,1,1,1,780
200,490,60,2,2,1,800
450,490,30,1,1,2,2000
900,6000,300,4,3,2,3600
190,111,118,3,2,2,2800
210,490,31,1,2,1,600
190,490,37,2,2,1,809
800,135,112,3,2,3,4500
190,292,60,2,2,2,890
190,490,32,1,2,1,650
190,490,65,2,2,1,900
450,490,40,1,1,1,900
190,490,68,3,1,2,2600
1350,193,120,3,2,1,1800
190,300,37,1,1,1,2500
400,490,40,2,2,1,750
1200,490,149,3,2,3,2400
400,292,60,2,2,2,890
290,490,30,1,2,1,600
400,490,36,1,2,1,850
400,315,50,2,2,1,950
400,490,55,2,2,1,900
165,309,65,2,2,1,1200
400,400,33,1,2,1,920
600,490,49,2,1,1,3900
892,400,122,3,2,2,2350
290,490,70,2,2,1,840
292,490,48,1,2,1,800
1212,171,127,3,2,3,2400
1850,400,65,2,1,1,1500
1280,1000,114,3,2,3,4260
435,490,48,1,1,1,3000
432,490,68,3,1,3,950
1265,150,84,2,2,2,2000
358,490,70,3,2,2,3100
400,400,40,2,2,1,780
555,204,64,2,1,2,4200
120,300,62,2,1,1,3000
400,490,50,1,2,1,900
400,490,50,2,2,1,650
1100,1800,115,3,2,3,5900
1200,117,140,3,1,3,1300
85,490,60,2,2,1,800
600,490,72,3,1,2,1800
290,490,35,1,2,1,890
1150,490,50,2,2,1,609
960,490,93,3,1,2,650
290,490,50,2,2,1,787
1280,400,95,3,2,3,2700
1346,163,140,3,2,3,3000
1150,490,59,2,1,2,4000
1050,110,120,3,2,3,1700
150,490,50,2,2,1,650
800,490,60,3,2,3,2200
460,684,100,2,2,1,1500
150,490,40,1,1,1,600
600,490,107,3,2,3,4000
150,490,40,1,1,1,900
150,490,40,2,2,1,600
600,490,40,1,1,1,940
1150,177,158,3,3,2,3000
600,490,91,3,2,3,3500
150,490,32,1,2,1,650
1150,490,68,2,1,2,3300
150,490,72,2,1,2,950
600,490,45,1,1,1,900
600,490,30,1,1,2,2000
240,400,40,1,1,1,799
120,140,42,2,2,1,750
240,490,28,1,1,1,655
240,490,50,2,2,1,900
240,490,50,1,2,1,900
240,490,50,2,2,1,959
240,285,50,2,2,1,1000
120,490,39,2,2,1,800
1260,490,117,3,1,3,1450
300,490,54,2,2,1,850
240,285,40,1,2,1,600
300,490,50,1,2,1,890
240,490,50,2,2,1,590
290,300,50,1,2,1,600
290,490,70,2,1,2,800
230,490,62,1,1,1,3800
135,490,30,1,1,1,3200
708,482,112,3,2,2,1590
290,490,78,2,1,1,6300
708,137,45,2,2,1,750
290,73,45,2,2,1,900
290,490,50,2,2,1,900
1670,490,70,1,1,3,2000
290,490,110,3,1,3,3000
290,400,30,1,2,1,920
290,400,30,1,2,1,920
960,490,40,1,1,1,940
120,350,118,2,2,2,1000
850,490,100,3,1,3,1800
1135,490,149,3,2,3,2000
1008,338,128,3,2,3,2500
1600,2300,190,4,2,2,3200
1500,300,130,3,2,3,3500
290,490,60,1,2,1,920
770,95,60,1,1,2,3000
300,490,40,1,1,1,1100
980,150,100,3,1,3,3000
960,490,72,1,1,2,2200
960,300,65,2,1,2,890
290,490,70,2,1,1,700
960,490,50,2,2,1,750
290,490,32,1,2,1,650
952,155,45,1,1,1,2500
290,490,42,1,1,1,4000
960,300,162,3,2,2,6500
966,490,90,2,2,2,900
290,490,50,2,2,1,559
290,490,32,1,2,1,650
960,490,140,3,2,3,1600
244,490,50,2,2,1,900
290,490,50,2,2,1,590
290,490,50,2,2,1,900
290,200,37,1,2,1,700
134,73,30,1,1,1,2200
290,570,60,2,2,1,1200
130,490,40,1,2,1,900
290,490,40,2,2,1,659
290,490,70,2,1,2,5500
500,490,50,1,2,1,1500
290,490,100,3,1,2,1750
583,110,70,2,2,2,850
290,490,200,3,3,2,5309
1000,147,124,3,2,3,3200
440,490,50,1,1,1,900
440,490,43,1,1,1,2700
2330,862,210,4,3,2,4500
900,240,91,3,2,3,3500
300,490,100,4,1,3,1000
244,490,40,1,1,1,1100
300,490,20,1,2,1,1500
440,490,66,2,2,2,1100
1328,1844,134,3,2,3,2500
440,490,56,2,2,2,960
440,490,60,2,1,1,900
90,304,47,2,2,1,750
244,130,35,1,2,1,1100
83,490,65,2,2,1,800
440,208,40,2,2,1,920
440,448,120,2,1,1,1700
440,490,50,1,2,1,650
440,490,100,2,2,2,1250
1272,490,60,3,2,3,2500
825,112,70,1,1,1,1850
440,490,50,2,2,1,950
180,490,34,2,2,1,700
1900,166,147,4,2,2,2200
440,490,72,2,1,2,4500
150,490,46,1,2,1,650
200,198,37,1,2,1,750
650,94,55,2,1,1,5500
578,959,48,2,2,1,3600
440,490,45,1,2,1,900
354,490,54,1,2,1,920
780,200,135,3,3,3,6000
970,167,126,2,1,2,1800
440,285,40,2,2,1,1100
740,490,48,1,1,1,3000
440,490,40,1,1,1,900
200,490,40,1,1,1,1100
268,285,40,1,2,1,700
440,490,75,2,1,2,5000
440,292,60,2,2,1,890
440,490,60,1,2,1,920
229,121,40,1,2,1,900
200,490,40,1,2,1,900
694,490,120,3,2,3,3505
290,490,30,1,2,1,900
440,490,40,1,1,1,1100
180,490,34,2,2,1,700
892,350,122,3,2,2,2350
440,490,61,2,1,3,7000
1300,490,121,3,2,1,3000
150,350,30,1,1,1,2000
200,490,60,2,2,1,650
200,490,30,1,1,1,1100
200,490,52,2,2,1,609
545,300,87,3,1,2,2700
290,490,50,2,2,1,900
650,120,62,2,1,2,4000
200,490,104,3,2,1,3900
190,490,59,2,2,1,700
200,490,32,1,2,1,650
200,490,40,1,1,1,900
90,350,30,1,2,1,600
890,300,40,1,2,1,1309
490,106,30,1,2,1,920
180,490,11,3,2,3,2300
200,490,180,3,2,2,3000
85,490,42,2,2,1,1000
200,490,50,1,2,1,800
85,490,30,1,2,2,1150
85,490,72,2,1,2,5000
180,490,45,2,2,1,600
200,490,50,2,2,1,700
200,490,118,3,2,2,3750
220,490,40,1,2,1,900
85,300,30,2,2,1,900
200,490,40,1,1,1,900
200,490,100,2,1,2,3800
958,145,105,3,1,3,2200
910,490,30,1,2,1,600
200,490,60,3,2,1,900
290,490,36,1,2,1,800
550,490,80,3,1,2,1800
1050,136,127,3,2,3,2200
960,445,90,3,1,2,900
750,490,110,3,2,2,2200
910,490,40,1,2,1,920
490,490,71,2,1,2,1100
1475,200,240,4,3,2,4500
1173,1895,109,3,1,3,3700
910,490,60,3,1,3,6100
910,818,90,3,1,1,800
738,350,150,3,1,3,1400
660,350,90,3,1,2,2450
244,490,37,1,2,1,890
244,490,50,1,2,1,650
1320,175,176,3,2,1,6500
200,490,60,2,2,1,700
490,490,98,3,2,3,2900
490,490,40,2,2,1,900
490,490,70,2,2,2,6000
490,490,95,3,1,3,3950
244,350,36,1,2,1,900
244,490,60,2,1,1,570
1595,490,300,4,4,2,6000
263,998,54,2,1,2,2600
1000,1000,120,3,2,3,4500
1000,490,94,3,1,3,2000
700,220,39,1,1,1,3000
244,490,60,2,2,1,750
490,490,30,1,1,1,2290
490,120,32,1,2,1,920
130,490,95,2,2,1,1150
244,490,39,1,1,1,2900
850,350,130,3,1,3,920
244,490,40,1,1,1,800
500,300,85,2,2,1,3000
200,160,48,1,2,1,1000
244,490,100,2,2,1,850
244,490,35,1,2,1,850
244,350,35,1,2,1,1100
540,483,51,2,2,1,900
540,350,45,1,2,1,890
1300,350,124,3,2,3,2600
135,490,40,1,2,1,920
540,490,63,2,2,1,700
1050,1575,180,4,3,2,2400
540,490,39,1,1,1,1100
490,490,189,3,3,3,3000
1000,490,130,3,2,3,2000
290,350,70,1,2,1,890
370,490,83,3,2,1,600
1230,490,147,3,2,3,2000
540,490,40,1,1,1,1100
540,490,53,1,2,1,2500
490,490,40,1,1,1,1100
540,490,37,1,2,1,809
490,490,36,1,2,1,750
540,490,39,2,2,1,1209
244,350,35,1,2,1,800
540,490,40,1,2,1,700
1500,135,120,3,2,3,1750
1035,139,101,3,1,3,2100
490,217,55,2,2,1,900
540,490,40,1,1,1,800
540,490,37,1,2,1,709
150,350,30,1,1,1,850
540,490,50,2,2,1,700
540,490,60,2,2,1,750
150,350,30,1,1,1,850
820,1130,101,3,1,2,1350
1000,490,83,2,2,2,2500
244,350,35,1,2,1,890
540,490,40,1,2,1,900
170,159,25,1,2,1,580
540,490,58,2,1,2,5000
490,490,30,1,2,1,609
1765,2348,200,3,2,3,4500
540,490,40,1,1,1,800
970,490,126,2,1,3,1800
290,180,48,1,2,1,800
540,490,95,3,1,2,6000
540,490,32,1,2,2,850
1265,150,84,2,2,2,2000
805,1485,76,2,1,2,4200
540,490,50,1,2,1,650
1290,490,111,3,2,3,3200
540,490,42,1,2,1,900
490,198,37,1,2,1,750
1180,204,126,3,2,3,4900
540,490,40,2,2,1,920
540,490,32,1,2,2,850
490,490,60,2,2,1,700
690,300,50,2,1,1,5000
540,110,30,1,2,1,920
150,350,30,1,1,1,850
290,490,36,1,2,1,750
889,420,45,1,1,1,1750
1300,2950,131,3,2,3,6000
70,166,28,1,2,1,850
540,490,150,3,2,2,3000
580,220,67,2,1,2,5200
540,285,40,1,2,1,650
150,420,30,1,1,1,850
1000,1497,140,3,2,3,2500
490,149,30,1,2,1,920
540,130,30,1,2,1,700
540,73,30,1,1,1,2000
490,490,55,2,2,1,890
540,490,50,1,2,1,650
490,490,40,1,1,1,900
490,490,115,3,1,1,1500
540,490,40,1,1,1,900
290,490,36,1,2,1,750
150,420,30,1,1,1,850
540,490,40,1,1,1,900
540,490,73,1,1,3,1600
490,490,45,1,1,1,3800
150,490,60,1,2,1,1569
490,490,32,1,2,2,850
1450,1561,130,3,2,3,2500
175,490,30,1,2,1,920
150,420,30,1,1,1,850
150,490,50,1,2,1,559
150,300,102,3,2,3,890
322,485,48,2,2,1,850
150,420,30,1,1,1,850
290,490,50,1,2,1,650
150,490,40,1,2,1,890
150,420,30,1,1,1,850
150,490,32,1,2,2,850
150,490,40,1,1,1,900
150,490,40,1,1,1,900
150,208,40,2,2,1,700
150,420,30,1,1,1,850
190,390,30,1,1,1,1750
135,490,78,2,1,1,6000
200,490,30,1,2,2,900
840,490,68,2,2,2,5950
135,490,73,2,1,2,6000
135,490,30,1,1,1,3200
840,195,90,2,2,3,6000
150,420,30,1,1,1,850
350,287,30,1,2,1,1200
120,490,50,2,2,1,700
200,220,50,1,2,1,640
850,490,290,3,2,1,3000
150,420,30,1,1,1,850
1265,490,123,3,2,3,2500
600,1700,56,2,1,2,3750
900,122,112,4,2,3,4500
200,490,100,2,2,1,1200
300,490,97,3,4,2,2300
140,200,150,3,2,3,890
200,490,30,1,2,1,1309
200,490,56,2,2,2,960
100,490,76,2,2,2,850
200,490,60,2,2,1,850
244,420,35,1,2,1,800
70,157,27,1,2,1,950
140,200,60,2,1,1,900
200,490,45,1,2,1,800
252,110,34,1,2,1,1100
200,490,45,1,2,1,700
200,490,30,1,2,1,650
200,490,45,1,2,1,800
2000,570,300,4,4,2,5000
2000,490,32,2,2,1,700
1300,181,137,3,2,3,3000
1645,314,176,4,2,2,5500
847,108,95,3,1,3,1850
1800,490,117,2,1,3,4500
1800,490,29,1,1,1,660
1800,252,150,3,2,2,3000
1800,490,35,1,2,1,1630
1800,490,45,2,2,1,800
950,490,95,3,2,3,5800
950,300,56,2,1,1,4500
1800,490,58,1,2,1,900
1800,490,180,3,1,3,3000
400,490,38,1,2,1,2300
1000,490,120,2,1,1,2100
1035,490,101,3,1,3,2100
950,490,157,3,2,3,3000
1253,490,130,3,2,3,5000
805,1485,76,2,1,2,4200
70,490,65,2,2,1,680
160,420,35,1,2,1,650
1200,490,115,3,2,3,5500
950,490,35,1,2,1,890
1242,490,113,5,2,3,2000
690,420,48,2,1,1,5400
1050,154,130,3,2,2,2500
130,490,95,2,2,1,1150
1870,490,55,2,1,1,900
950,490,104,3,1,3,700
210,490,140,4,2,2,1950
210,420,30,1,2,1,800
1870,490,170,3,2,2,1700
950,490,126,3,2,3,2300
950,490,50,1,2,1,609
850,1165,171,3,2,2,2700
875,420,80,3,2,2,1300
349,300,150,3,2,3,1100
908,136,30,1,2,1,650
456,490,50,1,2,1,900
345,490,40,2,2,1,700
236,490,34,1,1,1,700
677,490,40,1,2,1,650
456,490,65,2,1,2,2000
555,490,31,1,2,1,890
1300,490,137,3,2,3,3000
290,490,36,1,2,1,750
456,490,64,2,2,1,700
1280,138,103,3,2,3,2100
490,490,90,3,2,2,6500
490,490,120,2,1,1,5500
836,813,57,1,1,2,2200
490,490,43,1,1,1,900
130,490,95,2,2,1,1150
490,490,35,1,2,1,890
490,490,45,2,2,1,800
490,490,50,1,2,1,650
490,490,71,2,1,2,4950
150,490,21,1,2,1,650
490,490,30,1,2,1,890
95,121,30,1,2,1,900
490,490,10,2,2,1,700
1400,230,60,1,1,2,900
490,490,45,1,2,1,700
490,490,40,1,2,1,700
1234,490,140,3,2,3,2200
210,490,70,1,2,1,700
210,490,60,2,1,1,570
210,490,25,1,2,1,600
1300,300,240,4,3,2,4000
850,1165,171,3,2,2,2700
210,490,30,1,2,2,890
134,73,30,1,1,1,2300
210,490,35,1,2,1,920
290,200,33,1,2,1,920
1346,490,140,3,2,1,3000
800,110,75,3,2,3,2900
290,490,36,1,2,1,750
123,490,140,3,2,3,2500
210,490,40,1,1,1,2800
210,490,35,1,1,1,2500
210,490,40,1,1,1,900
210,490,30,1,2,1,890
1500,410,130,3,2,3,2600
1247,490,110,3,2,3,1000
1500,420,47,2,1,2,1500
123,200,65,2,1,2,1100
1200,1300,115,3,2,3,6000
123,890,58,1,2,1,800
290,900,36,1,2,1,750
1300,420,70,2,2,2,4200
123,420,80,2,2,1,1200
490,564,105,3,1,3,1800
123,345,80,2,2,1,1200
490,234,40,1,2,1,600
508,420,45,2,1,1,2500
1800,900,200,3,3,1,3509
123,490,50,2,1,1,890
800,1640,152,3,2,2,2000
1180,420,105,3,1,2,2300
1000,490,125,3,2,3,2200
2400,139,245,4,3,2,4000
123,270,45,2,2,1,850
1300,179,137,3,2,3,2600
123,490,130,4,2,3,3700
123,345,56,2,1,1,4500
1280,490,103,3,2,3,2100
490,490,43,1,1,1,920
180,490,30,1,2,1,950
1200,1900,102,3,2,3,7000
1300,420,124,3,2,3,1800
490,158,40,1,2,1,650
490,490,40,1,2,1,1100
490,490,30,1,2,1,700
70,157,28,1,2,1,850
1406,1675,51,1,1,1,2000
490,490,85,1,1,1,7000
1650,141,100,3,2,3,2549
490,490,50,1,2,1,900
900,490,170,4,2,3,3500
490,490,30,1,1,1,750
70,157,27,1,2,1,850
1100,2500,100,3,2,3,2400
120,490,24,1,1,1,1100
134,73,30,1,1,1,2300
1102,490,150,3,2,3,3500
290,490,32,1,2,1,700
1872,592,140,3,3,3,5000
1300,490,124,3,2,3,1800
290,490,45,1,2,1,600
490,490,35,1,2,1,600
1600,490,280,4,3,2,2800
1200,150,142,3,2,3,2200
490,490,48,1,2,1,890
1225,490,123,3,2,2,1900
1200,490,100,2,2,2,700
490,490,43,1,2,1,700
910,420,160,3,2,2,1200
456,490,30,1,2,1,600
678,270,45,2,2,1,850
987,490,45,1,2,1,750
763,490,40,1,2,1,890
542,490,32,1,2,1,850
120,490,39,1,2,1,700
490,220,27,1,2,1,700
120,490,25,1,1,1,1200
490,300,40,1,2,1,2500
490,490,30,1,1,1,779
1600,3500,145,3,1,3,4500
1600,200,70,2,1,2,4500
564,490,40,2,2,1,890
564,490,142,3,3,3,4500
564,285,40,1,2,1,890
564,490,62,2,2,2,2000
1400,160,150,3,2,3,3800
1350,830,163,3,1,3,2500
490,490,95,3,1,2,6000
564,490,60,1,1,1,5000
564,285,32,1,2,1,600
1050,227,65,2,2,2,4500
564,490,30,1,1,1,1609
490,490,30,1,2,1,700
1285,420,36,1,1,1,1340
843,135,58,2,2,2,3900
1606,490,200,3,2,3,2200
290,490,31,1,2,1,890
800,73,117,2,1,2,1000
490,490,145,3,3,2,4800
220,490,50,1,2,1,890
490,700,220,4,3,3,8500
290,700,36,1,2,1,750
490,700,35,1,2,2,700
200,700,48,1,2,1,650
1500,128,136,3,2,2,2500
564,700,78,2,1,1,6300
1200,700,58,2,2,2,3800
564,270,45,2,2,1,800
1500,122,180,3,1,3,1000
564,700,30,1,2,2,1000
564,700,94,2,1,1,700
564,700,20,1,2,1,700
1900,493,175,4,3,3,3500
980,700,100,3,1,3,3500
690,285,40,1,2,1,890
1350,420,120,3,1,3,2500
564,285,40,1,2,1,800
900,700,35,1,2,2,800
234,700,35,2,2,1,900
445,285,40,1,2,1,800
567,147,35,1,1,1,850
945,259,110,3,2,3,3500
836,700,100,2,2,3,700
836,813,57,1,1,2,2200
900,700,110,2,1,2,980
980,450,98,1,1,1,2590
220,700,29,1,2,1,890
836,700,75,1,2,1,650
1342,700,175,3,2,2,3300
980,285,40,1,2,1,800
980,700,150,3,2,3,3000
1700,350,165,4,3,2,4500
134,700,31,1,1,1,2000
980,700,23,1,2,1,820
950,180,167,4,2,3,3500
1660,492,163,5,3,2,5500
1784,564,61,2,1,3,4000
836,564,35,1,2,1,890
1775,170,60,2,1,2,1500
980,564,100,3,1,3,3500
980,285,40,1,2,1,800
690,564,35,1,2,1,920
980,700,50,1,2,1,890
1532,700,249,3,3,3,3300
1150,208,173,4,2,2,4650
836,700,30,1,2,1,650
150,420,20,1,1,1,800
1300,900,138,3,1,2,1200
1450,345,164,4,2,3,3550
100,567,200,4,2,2,3400
907,876,60,2,1,2,6000
100,455,132,3,2,2,600
100,234,30,1,2,1,770
564,285,40,1,2,1,800
100,107,40,1,2,1,600
1059,410,145,3,3,2,600
564,700,35,1,2,1,1200
134,420,31,1,1,1,2600
1449,342,176,4,2,3,700
907,350,138,3,3,3,600
564,700,306,3,3,3,3000
1140,420,117,3,2,3,1400
907,700,57,1,2,1,890
564,700,30,1,2,1,700
907,700,35,1,1,1,890
307,700,30,1,3,1,890
200,285,40,1,1,1,800
564,700,30,1,1,1,750
1384,700,40,1,1,1,1309
907,700,25,1,1,1,850
907,700,30,1,1,1,700
564,700,50,1,1,1,1000
564,400,120,3,3,3,900
400,700,40,1,1,1,900
907,285,40,1,1,1,800
907,700,35,1,1,1,850
120,700,45,1,2,1,800
564,700,40,1,1,1,600
302,700,30,1,1,1,1000
150,700,23,1,1,2,1200
564,700,30,1,1,1,1150
1635,700,176,4,2,2,2200
302,700,30,1,1,1,1000
907,285,40,1,1,1,800
800,200,65,2,1,2,5000
907,500,50,1,1,1,600
330,700,33,1,1,1,1200
490,700,67,1,1,1,1700
400,200,76,2,3,2,1200
450,230,54,2,3,2,780
