condominio,iptu,area,qtd_quartos,qtd_vagas,qtd_banheiros,aluguel
400,350,65,3,1,3,1600
280,250,56,2,1,1,950
224,250,61,2,1,1,750
650,250,63,1,1,2,1800
608,250,59,2,2,3,2400
100,100,70,2,1,2,800
490,250,72,3,2,2,2800
0,250,55,2,1,2,700
560,250,95,3,1,2,1200
264,350,55,2,2,2,2700
0,250,55,2,1,2,3200
300,250,52,2,2,1,1500
820,1195,101,3,1,2,1300
655,143,68,2,2,2,3500
386,250,48,2,1,1,1500
350,250,55,2,1,1,1850
556,350,53,1,1,1,1800
0,350,57,2,1,2,890
300,350,62,2,1,2,950
588,1104,87,3,2,2,2600
290,250,43,2,2,2,1000
333,250,50,2,1,2,905
230,250,47,2,1,1,1000
310,350,49,2,1,2,1600
407,250,58,2,1,2,1300
500,250,100,3,1,2,1700
0,250,80,3,2,2,2010
0,250,62,3,1,2,1100
120,200,50,2,1,1,1609
230,250,48,2,1,1,900
0,100,50,2,1,1,750
580,250,66,3,2,2,1700
455,250,57,2,2,2,2100
0,250,60,3,1,2,1300
430,350,76,3,1,2,700
813,892,74,2,2,3,2600
670,2319,80,3,2,3,2500
364,469,48,2,2,2,1200
100,100,65,2,2,2,980
180,250,60,3,1,2,950
290,200,65,3,1,1,900
550,250,38,1,1,1,2300
329,250,47,2,1,2,850
900,240,91,3,2,3,3500
250,250,100,3,1,3,1100
340,250,62,3,2,2,1700
250,250,55,2,1,1,1100
300,350,46,2,1,2,1150
0,250,72,3,1,1,1400
564,350,52,2,1,2,3000
817,192,120,3,1,3,1800
520,434,102,3,1,2,1000
280,303,48,2,1,2,800
575,285,70,2,1,2,3200
1200,450,170,3,2,3,5500
0,250,52,2,1,2,900
250,250,45,1,1,2,1200
502,250,65,3,2,2,1650
511,250,64,3,2,3,1800
1150,177,158,3,3,3,3000
310,250,89,2,1,1,1100
491,116,80,3,2,3,2000
0,95,68,2,2,2,3080
811,250,107,3,2,3,1800
350,250,49,2,1,2,900
810,350,56,2,1,2,2300
350,220,70,2,2,2,3200
390,250,61,3,1,2,1310
529,73,55,2,1,2,2600
505,320,72,3,2,2,3100
180,250,43,2,1,1,650
330,250,51,2,1,2,1250
230,250,58,2,1,2,2300
135,250,30,1,1,1,1950
190,250,58,2,1,2,850
570,250,60,2,2,2,2600
250,190,50,2,1,1,1350
390,250,63,3,1,2,1310
341,300,60,3,1,2,990
655,250,78,3,2,3,1600
690,829,65,3,1,2,1800
0,250,64,3,2,2,2350
575,350,65,2,1,2,1800
350,285,45,2,1,1,700
280,250,57,3,1,2,1000
360,0,70,3,1,3,1200
0,0,66,2,1,2,800
187,0,42,2,1,1,900
910,255,90,3,2,3,2800
545,350,56,2,1,2,2000
100,100,82,2,1,2,940
300,0,43,2,2,2,890
350,147,54,2,1,1,900
499,2280,70,3,2,2,2900
394,350,73,2,2,2,2500
200,450,70,3,1,2,1000
780,740,70,3,2,2,2400
740,134,74,2,2,2,3300
468,828,60,3,2,2,1600
600,350,65,2,2,2,1514
250,0,50,3,1,2,750
440,0,49,2,1,2,950
0,0,58,2,1,2,1200
763,179,111,3,2,3,4200
651,0,53,2,1,3,950
350,0,110,3,2,3,700
471,564,63,3,2,2,1600
320,350,62,3,2,2,1700
200,0,48,3,1,2,1000
250,220,48,2,1,1,700
669,350,69,3,2,2,2300
0,0,55,2,1,2,1090
408,350,57,2,1,1,1400
250,0,74,2,2,1,750
350,350,60,2,1,2,1400
120,200,54,2,2,2,2500
430,0,65,3,2,2,1539
607,0,70,2,2,2,1700
282,190,45,2,1,1,1100
737,150,73,3,2,3,2205
848,165,65,2,1,2,2750
70,0,75,2,1,1,730
320,0,68,3,1,2,1000
530,156,78,2,2,1,3300
0,0,63,3,2,2,910
695,2346,120,3,2,3,3165
732,0,78,2,2,3,2100
656,0,58,2,1,1,1509
763,179,111,3,2,3,4200
1060,160,130,3,2,3,2500
994,350,70,3,2,3,2395
560,137,70,2,2,3,2800
448,0,63,3,2,2,809
250,368,58,2,1,1,950
750,0,65,3,2,1,2300
120,200,40,2,1,1,900
500,504,100,3,1,2,1300
650,0,63,2,1,2,2250
850,200,75,3,2,3,3351
1150,177,160,4,3,2,3000
218,0,52,2,1,2,1250
180,0,43,2,1,1,650
1500,554,198,4,2,3,3000
700,1200,66,2,1,2,5500
600,0,66,2,1,2,2600
220,390,50,2,1,1,1000
550,390,64,3,1,3,1100
260,1080,54,2,1,2,2605
540,140,73,3,2,2,2516
500,265,84,3,1,2,1400
120,200,40,2,1,1,850
360,390,72,3,1,2,1309
220,390,70,3,1,2,1100
0,390,60,2,2,1,1300
0,400,65,2,1,2,2600
200,390,40,2,1,2,890
0,390,81,2,2,2,1700
900,390,119,3,2,3,4200
320,390,53,2,1,3,650
327,390,75,3,1,1,1327
0,390,87,3,2,3,2400
0,400,50,2,1,2,1600
600,390,70,2,2,3,1700
270,190,45,2,1,1,900
750,200,75,3,2,3,2300
350,265,48,2,1,1,1300
0,390,43,1,1,1,2700
230,390,70,2,1,2,1000
230,390,48,2,1,1,1100
110,390,55,1,1,2,1000
0,220,40,2,1,3,700
209,390,43,2,1,1,750
390,200,67,3,1,2,1060
250,190,75,3,1,2,850
803,390,77,2,1,3,2500
211,285,42,2,1,1,890
0,390,60,1,1,1,600
0,265,58,2,1,1,750
70,390,68,2,1,2,800
785,211,109,2,1,3,5750
287,220,62,3,2,2,1700
528,265,70,2,2,3,3150
0,390,45,1,1,1,1400
694,124,90,3,1,3,2050
710,390,60,2,2,2,2100
150,390,65,2,1,1,800
140,380,54,2,1,1,750
350,265,50,2,1,2,1000
650,390,137,3,1,3,1250
250,196,48,2,1,2,1100
916,390,70,2,1,2,2100
355,265,61,2,1,2,1500
250,390,42,2,1,2,1200
650,390,63,3,1,2,1200
0,390,64,2,2,3,1700
619,390,70,3,1,3,2200
389,390,71,3,1,2,1400
0,390,84,2,1,2,890
726,390,73,3,1,2,1500
300,100,72,3,1,2,1400
249,390,47,2,1,2,1050
700,1375,130,3,1,3,1700
300,285,110,4,1,3,1750
860,114,113,3,1,3,1800
438,390,70,3,2,3,2499
382,390,49,2,1,1,1000
255,190,50,2,1,1,800
1000,200,78,2,2,2,2700
600,100,84,3,2,3,2500
0,390,130,3,2,2,1200
505,320,80,3,2,2,3100
0,390,80,2,2,3,3500
805,156,90,3,2,2,2500
0,390,45,2,1,1,1609
0,170,40,2,1,1,800
710,481,60,3,2,2,1200
220,265,50,2,1,1,900
900,390,65,3,2,2,2000
329,390,47,2,1,2,850
366,265,64,2,2,2,800
375,390,65,3,1,1,910
330,390,50,2,1,2,1000
500,390,70,2,1,2,1200
350,265,59,3,2,2,850
0,180,43,2,1,1,1100
150,265,47,2,1,2,1200
0,296,120,3,1,1,1200
480,265,150,3,2,2,1600
100,390,50,3,1,2,600
400,265,62,3,1,1,1700
638,176,68,3,2,2,2700
285,265,69,2,1,2,900
798,225,120,3,2,3,3535
0,390,50,2,1,1,890
850,128,77,3,2,3,2000
255,390,48,2,1,1,990
433,265,53,2,1,2,1200
180,390,65,3,1,2,1005
750,3200,77,3,1,3,1000
0,390,42,2,1,2,750
803,390,77,2,1,3,2500
0,390,45,2,1,1,1080
150,265,30,1,1,1,850
500,390,45,3,1,1,1800
270,390,48,2,1,1,900
620,390,77,3,1,3,1200
600,265,48,2,1,1,3500
660,265,94,2,2,2,2300
732,110,78,2,2,3,2100
436,265,65,3,2,1,2500
295,390,44,2,2,2,1100
757,390,60,3,1,2,1100
390,200,67,3,1,2,1060
340,265,55,2,1,1,1300
359,220,70,3,1,1,800
450,295,92,3,1,2,1300
330,390,50,2,1,2,900
850,265,92,3,2,3,2000
185,390,48,2,1,2,700
0,390,80,3,1,3,650
219,265,52,2,1,2,1100
220,265,70,3,1,2,1300
202,396,46,2,1,1,1100
480,390,78,3,2,2,1600
371,781,55,2,1,2,1300
580,265,72,2,2,2,2600
509,390,70,2,1,2,850
350,390,95,3,1,2,1000
0,390,45,2,1,2,850
188,265,72,2,1,1,1300
690,265,65,3,1,2,1800
280,390,55,2,1,2,1800
370,390,60,2,1,1,850
499,191,71,3,2,2,2900
566,390,54,2,1,1,3200
0,390,82,3,2,3,1200
370,390,60,2,1,1,750
0,390,47,2,1,2,1500
250,265,90,2,1,2,1250
0,530,43,1,1,1,2600
338,390,55,2,1,2,3200
545,350,56,2,1,2,3500
0,390,59,2,1,2,1000
0,390,72,2,2,2,3600
350,390,54,3,2,2,1400
0,390,47,2,1,1,900
400,390,55,2,1,2,1300
729,104,55,2,1,2,3900
480,350,70,3,1,3,2500
140,360,54,2,1,1,800
0,390,55,2,1,2,1000
287,220,62,3,1,2,1700
750,350,42,2,1,2,1300
400,390,86,2,1,2,850
595,154,70,3,2,2,2400
300,390,45,2,1,1,1600
0,390,51,2,1,2,2600
220,400,65,3,1,2,1005
706,182,75,2,1,3,2500
460,432,67,2,1,2,1200
0,350,62,2,2,2,1100
556,390,53,1,2,1,1800
220,390,50,2,1,1,1000
0,390,65,3,1,2,900
750,390,90,2,2,2,3000
650,1900,100,4,2,3,2250
399,967,53,2,2,2,2390
1050,260,60,2,2,2,3500
522,111,66,3,1,2,1800
1035,1535,101,3,1,3,2100
210,282,70,3,1,2,750
237,100,56,2,1,2,2500
1210,150,139,3,2,3,2700
200,390,45,2,1,1,900
120,390,60,2,1,2,800
178,390,64,2,1,2,730
640,390,50,3,1,2,1100
0,390,56,3,1,2,1209
230,390,49,2,1,2,1100
230,390,50,2,1,1,950
0,390,150,3,1,2,1600
450,390,80,2,1,3,1200
650,390,78,2,1,2,1000
1025,1774,135,3,2,2,3500
230,390,50,2,1,1,1000
470,232,72,3,1,3,1200
817,390,120,3,1,3,1800
0,390,150,3,2,1,1350
350,390,48,2,1,1,890
100,100,79,2,1,2,940
208,350,45,2,1,1,800
500,100,81,3,1,2,2600
730,1230,73,2,2,2,3300
440,491,60,3,1,2,1450
300,390,60,3,1,1,950
750,390,94,3,2,2,2000
0,390,77,3,2,3,3950
290,190,50,2,1,1,1290
700,780,94,3,2,3,2500
355,350,61,2,1,2,1500
1600,3500,145,3,1,3,4500
1500,554,198,4,2,3,3000
240,400,65,3,1,2,1005
100,390,35,1,1,1,600
200,100,50,2,1,1,1100
0,390,70,2,1,2,2200
120,200,65,3,1,2,1000
600,578,85,3,2,2,800
182,0,47,2,1,1,700
210,0,63,2,2,1,1200
600,0,70,2,2,3,1700
404,0,45,2,1,2,900
300,94,73,2,1,2,2300
300,475,91,4,1,3,1100
333,350,64,2,1,1,900
300,350,58,2,1,1,790
600,0,70,2,1,3,1700
600,0,70,2,1,3,1600
220,240,62,3,1,2,760
0,0,75,2,1,2,2500
130,0,56,2,1,2,655
280,0,48,2,1,1,1000
227,200,52,2,1,2,1300
801,350,70,2,2,3,2400
675,285,107,3,1,3,1700
309,285,50,2,2,2,850
500,297,54,2,1,2,850
987,1189,65,2,1,2,2300
310,0,49,2,1,1,1600
130,0,65,3,1,2,755
0,0,55,3,2,2,1300
588,1098,87,3,2,3,2300
600,0,70,2,1,3,1700
320,0,60,3,1,2,750
859,1220,113,3,1,3,1500
0,0,72,2,1,2,5500
256,0,48,2,1,1,660
400,0,100,4,2,3,3150
360,0,59,2,2,2,1000
586,0,60,2,2,2,2000
392,190,58,3,2,2,1609
700,120,73,3,2,2,2350
520,285,82,3,2,3,1400
600,539,79,3,1,2,900
180,0,65,3,1,2,1005
739,0,74,2,2,2,3300
290,200,75,2,1,2,700
600,0,70,2,1,3,1700
450,562,110,3,2,3,1550
330,545,128,3,1,2,1200
257,0,44,2,1,1,900
800,350,82,3,1,2,2800
250,0,43,2,1,2,900
1000,0,99,3,2,3,3000
0,0,98,2,2,2,900
900,282,92,3,2,3,3650
290,0,48,2,1,2,890
295,0,44,2,1,1,1100
442,319,63,3,1,1,1000
295,0,44,2,2,2,850
422,0,75,2,2,2,1900
200,0,65,3,1,2,1005
1200,0,160,3,2,3,1150
368,0,59,2,1,2,1100
0,0,80,2,1,2,759
230,0,48,2,1,1,1100
947,0,113,3,2,1,1800
0,0,73,3,2,2,1600
240,350,44,2,1,1,890
550,115,60,2,1,2,2400
0,0,68,2,1,2,3350
0,0,44,2,1,1,600
0,270,55,2,1,1,700
500,350,65,3,1,2,950
205,0,50,2,1,1,1000
137,0,47,2,1,2,900
717,107,73,2,2,2,2500
0,0,50,2,1,2,750
427,0,45,2,1,2,1100
265,350,53,3,1,1,700
327,0,58,3,1,2,800
214,481,45,2,1,1,850
0,0,50,2,1,1,770
250,0,48,2,1,1,1000
0,0,72,2,1,1,3000
231,0,60,2,1,1,780
0,0,58,2,1,2,3750
114,0,43,2,1,2,1000
120,285,60,2,1,1,900
100,190,50,2,1,1,1000
0,0,50,2,1,1,600
675,0,80,2,1,2,2000
230,0,49,2,1,1,920
355,265,80,3,1,2,800
340,350,48,2,1,1,950
300,73,55,2,1,1,800
300,350,58,2,1,1,790
253,392,42,2,1,1,1200
358,0,70,3,2,2,3100
335,220,61,2,1,2,1600
450,0,50,2,1,2,2600
450,0,76,3,2,3,3500
450,0,78,3,1,2,1500
850,220,92,3,2,3,2000
220,285,50,2,1,1,1150
230,0,48,2,1,1,1100
1316,118,126,3,2,3,3000
220,220,43,2,1,1,800
432,750,65,3,1,2,900
450,0,78,2,1,1,5900
520,550,51,2,1,2,1000
970,220,100,3,1,2,1100
900,550,91,3,2,3,1600
215,550,40,1,1,1,800
290,187,40,2,1,2,750
230,550,48,2,1,1,1000
170,160,50,2,1,1,750
360,190,72,3,1,1,1309
730,109,65,2,1,2,2300
200,550,65,3,1,2,800
326,550,48,2,1,1,750
404,550,45,2,1,2,1200
450,300,67,3,1,2,1580
450,550,68,2,2,2,800
650,145,109,3,2,3,3700
120,200,50,2,1,1,1509
404,190,44,2,1,2,1000
470,220,58,2,1,2,1100
800,1946,45,2,2,2,3300
250,550,52,2,1,2,1050
842,220,72,2,2,3,2500
810,220,107,3,2,3,2000
330,550,65,3,1,2,750
502,104,65,3,2,2,1650
450,550,120,3,3,3,1700
107,550,63,2,1,2,700
694,231,120,3,2,3,3460
280,550,48,2,1,2,1000
262,220,54,2,1,2,2600
707,550,122,3,2,3,1150
690,550,65,3,1,1,1800
310,550,54,2,1,1,750
329,550,57,2,1,1,1250
740,550,60,3,1,2,1400
200,550,50,2,1,1,900
890,106,67,3,1,2,2500
170,550,44,2,1,1,750
390,550,60,3,1,2,1300
200,550,130,2,1,1,1300
700,550,77,3,2,2,3000
167,550,44,2,1,1,750
370,868,33,3,2,1,1400
450,285,60,2,1,2,1200
230,550,48,2,1,1,1000
230,133,55,2,1,1,1100
267,550,40,2,1,1,1000
270,550,44,2,1,1,650
250,285,50,2,1,1,1250
300,550,55,2,1,1,700
500,550,65,3,1,2,2000
205,550,44,2,1,1,1100
1117,1267,88,3,1,3,1300
230,550,55,2,1,1,700
350,550,45,2,1,2,800
698,1861,78,3,2,2,3300
739,550,74,2,2,2,3300
450,350,49,1,1,1,2500
300,363,55,2,1,2,1350
635,134,74,3,2,2,3390
353,550,65,2,1,2,2209
344,550,73,3,2,2,2300
450,100,140,4,2,2,1000
375,550,110,2,1,2,930
300,550,55,2,1,1,700
669,550,69,3,2,2,2300
107,550,63,2,1,2,700
300,550,70,3,1,3,1599
550,220,70,3,2,3,3500
399,967,64,3,2,2,2500
600,550,67,2,1,3,1650
450,550,50,2,1,1,1509
140,220,54,2,1,1,900
600,190,80,3,2,3,1800
450,550,65,2,1,2,755
608,220,63,3,1,2,1000
700,1464,140,3,2,2,2000
190,200,120,3,3,2,1500
350,190,65,3,1,1,950
300,573,59,2,1,2,1600
120,200,70,2,1,1,1200
500,550,70,3,1,3,1600
980,285,97,2,1,2,1300
450,550,72,2,2,2,4500
483,584,62,3,2,2,1800
561,550,56,3,2,3,3100
1265,1700,114,3,2,3,3335
100,220,48,2,2,1,800
290,309,58,2,1,1,650
803,550,77,2,1,3,2500
256,550,48,2,1,1,660
450,550,32,1,1,1,950
300,399,52,2,1,2,1350
460,432,69,2,1,2,1400
230,550,48,2,1,1,1200
650,110,65,2,1,2,2300
250,300,44,2,1,1,850
450,374,80,2,1,1,800
450,550,50,2,1,1,900
1775,550,60,2,1,2,1500
243,550,45,2,1,1,900
150,205,40,2,1,1,650
200,106,54,2,1,1,700
700,152,70,2,1,2,3400
500,550,62,3,1,2,1350
495,480,86,2,1,2,1400
270,220,44,2,1,1,800
305,1145,68,3,2,2,2700
270,550,50,2,1,1,890
450,550,65,2,1,1,700
230,220,48,2,1,1,1000
710,550,60,2,2,3,2300
400,550,60,3,1,3,1500
450,400,56,2,1,2,650
353,393,64,3,1,1,870
745,135,83,3,2,3,4000
450,550,48,2,1,1,1000
450,73,55,2,1,1,850
556,545,121,3,1,2,1500
450,550,60,3,1,2,1500
389,329,44,2,1,1,1020
257,550,44,2,1,2,800
120,550,55,2,1,2,730
450,220,75,3,1,3,1500
778,144,72,2,2,3,2800
1150,176,150,3,2,3,2500
450,400,50,2,1,1,1009
450,517,76,2,1,2,1300
207,220,70,3,1,2,1350
987,400,65,2,1,2,2300
450,500,66,2,1,2,1200
364,923,93,3,2,2,2400
264,220,55,2,1,2,2700
774,400,70,2,1,3,1700
580,400,68,3,1,2,1000
450,400,64,2,1,2,1300
450,400,51,3,1,2,1000
360,400,50,2,1,1,1000
600,400,70,2,1,3,1700
370,400,57,3,1,1,800
231,400,55,2,1,1,800
350,400,55,2,1,1,800
295,400,43,2,1,2,650
290,400,42,2,1,1,650
937,400,61,3,2,2,1800
257,400,44,2,1,2,900
240,400,44,2,1,1,1050
359,400,70,3,2,2,3000
300,400,54,2,1,2,700
360,400,98,3,2,2,1500
450,400,57,2,1,2,3100
674,220,69,2,2,3,1600
209,424,47,2,1,1,1200
520,400,46,1,1,1,1900
214,400,47,2,1,1,750
247,400,44,2,1,1,900
120,200,50,2,1,1,1309
604,821,73,3,2,3,1995
520,400,65,2,1,2,1100
430,400,60,3,1,2,879
280,400,54,2,1,2,1909
503,637,70,3,2,2,2000
256,400,54,2,1,2,1000
350,400,82,3,1,2,1100
325,400,47,2,1,1,675
200,400,48,2,1,2,1100
329,345,57,2,1,1,690
276,301,48,2,1,1,900
220,400,50,2,1,2,800
120,200,54,2,1,1,700
350,400,65,2,2,2,1200
500,400,60,3,1,3,1700
550,400,41,4,3,3,900
100,400,52,2,1,1,800
400,400,92,3,1,2,1000
664,491,75,3,1,2,1200
390,400,63,3,1,2,1200
256,196,62,2,1,2,850
253,400,48,2,1,1,800
1083,1234,165,3,2,3,2600
240,258,65,3,1,1,750
165,400,55,2,1,1,750
130,400,56,2,1,2,655
290,200,80,2,1,2,1200
450,230,48,2,1,1,950
90,285,50,2,1,1,900
440,383,90,3,1,2,1450
359,1496,70,3,2,2,3000
491,400,132,3,1,3,2100
790,984,35,1,1,1,1900
987,108,65,2,1,2,2300
290,400,47,2,1,1,890
388,400,58,3,2,2,1609
362,400,65,2,1,1,1000
400,400,54,2,1,1,800
640,400,60,2,1,1,1100
580,220,85,2,1,2,2800
980,285,97,2,1,2,1700
240,73,45,2,1,1,1350
250,400,45,2,1,1,700
120,200,47,2,1,1,850
480,220,70,2,1,2,950
450,400,50,2,1,1,950
503,400,45,2,1,2,809
350,400,59,2,1,1,750
638,400,67,1,1,1,2200
1000,145,106,3,2,2,3100
1100,400,120,3,1,2,1100
530,453,106,3,1,2,1350
360,220,57,2,1,1,1200
465,400,80,3,1,2,1550
300,400,52,2,1,1,900
230,400,70,2,1,2,1200
450,400,25,1,1,1,850
442,558,63,3,2,1,900
400,400,90,3,1,2,1100
350,400,65,3,1,2,1100
317,400,75,3,1,1,890
769,220,61,2,1,2,2200
556,620,90,3,1,3,1100
300,400,85,2,1,1,900
894,220,63,2,2,2,1600
190,400,60,3,1,2,1380
400,299,80,2,1,2,800
230,300,44,2,1,1,850
256,400,52,2,1,2,750
100,220,50,2,1,2,689
450,400,47,2,1,3,1300
1202,3862,117,3,3,3,3500
183,400,44,2,1,2,750
650,145,110,3,2,3,3700
140,162,48,2,1,1,600
550,400,65,2,1,2,800
358,400,41,2,1,1,800
360,400,50,2,1,1,850
560,400,65,3,1,2,1020
480,220,150,3,2,3,1600
260,400,63,3,1,1,800
333,400,79,2,1,2,1000
450,400,42,2,1,1,1100
600,400,72,3,2,2,1800
380,400,51,2,1,2,820
650,220,55,2,1,2,1900
354,400,52,2,1,1,1400
450,400,55,2,1,3,2000
450,400,56,2,1,2,2400
137,400,47,2,1,2,1100
920,297,87,3,2,3,3300
398,487,62,3,1,2,1000
300,399,53,2,1,2,1350
400,400,90,2,1,1,800
735,103,55,2,1,2,3900
450,400,60,1,1,1,3600
438,400,70,3,2,3,2499
208,400,42,2,1,1,709
190,400,45,2,1,1,890
391,400,69,2,1,1,850
715,400,117,3,2,3,2000
330,400,50,2,1,1,890
1400,300,65,2,1,2,2500
450,400,48,2,1,2,1100
800,400,53,2,1,2,1600
217,220,44,2,1,1,800
360,400,72,3,1,2,1309
450,400,65,3,2,2,790
350,285,134,3,1,3,1000
100,1087,70,3,1,2,1500
264,220,55,2,2,2,2900
190,400,54,2,1,1,800
340,400,85,3,1,1,1000
1086,364,126,2,2,3,4650
900,159,120,3,2,2,2800
575,180,70,2,1,1,3000
310,228,80,3,1,2,900
250,400,48,2,1,2,850
215,220,41,2,1,1,800
520,550,51,2,1,2,1000
490,600,54,2,1,2,700
700,450,113,3,2,2,2200
490,208,50,2,1,1,700
218,220,50,2,1,1,950
290,330,36,1,1,1,750
491,330,132,3,1,3,2100
900,100,101,3,1,3,2500
355,200,50,2,1,1,900
140,900,45,2,1,1,1080
120,400,307,2,1,2,2000
335,220,61,2,1,2,1600
294,300,60,3,1,2,990
315,250,50,1,1,1,960
470,400,64,3,1,2,1400
262,220,54,2,1,2,2700
100,287,55,2,1,1,650
320,400,43,2,1,1,950
260,400,47,2,1,1,800
800,514,77,3,1,3,1100
450,400,55,1,1,1,890
585,220,100,3,1,2,1600
230,400,48,2,1,1,1200
450,400,47,2,1,2,1300
450,400,70,3,1,3,1600
400,400,87,3,1,3,1000
450,400,67,3,1,2,800
404,300,44,2,2,2,1200
310,250,60,2,1,2,800
514,419,60,3,1,3,1000
389,318,71,3,1,2,750
100,300,50,2,1,1,1100
130,400,80,3,1,2,900
350,220,61,3,2,2,2300
450,400,36,1,1,1,750
570,400,134,2,1,2,1000
250,808,71,2,1,1,800
500,1700,66,1,1,2,3650
450,400,60,2,1,2,1050
311,400,48,2,1,2,1000
370,400,50,2,1,1,1000
290,319,50,1,1,1,750
1100,400,116,3,2,3,2200
750,285,60,2,2,2,1500
643,400,102,4,1,2,1000
385,400,54,2,1,3,2800
450,285,48,2,1,1,900
470,423,76,2,1,2,800
220,400,60,2,1,2,700
404,400,45,2,1,2,900
471,601,64,3,2,2,2100
250,900,45,2,1,1,1350
350,400,70,3,1,1,750
200,153,44,2,1,1,600
100,300,65,2,1,2,820
450,400,54,2,1,2,700
100,400,60,2,1,1,900
550,400,80,3,1,2,1800
1018,154,100,3,2,3,2700
277,400,65,2,1,2,1050
120,200,55,2,1,1,900
724,115,64,2,1,2,2600
450,400,65,3,1,2,1300
828,400,80,2,2,3,2300
166,400,60,2,1,1,650
600,73,130,3,1,3,1200
120,200,90,3,2,2,900
350,400,57,2,1,2,850
450,406,82,2,2,2,1100
450,400,75,3,1,1,1455
300,403,53,2,1,2,1350
498,400,60,2,1,2,2500
500,310,54,2,1,1,720
195,400,48,2,1,2,910
850,400,92,3,2,3,2000
667,352,112,3,1,1,1000
1400,152,120,3,2,2,2400
390,400,60,3,1,2,1350
450,400,75,3,1,2,1100
276,400,70,3,1,2,1200
473,400,69,3,1,2,1450
920,297,90,3,2,3,3300
360,400,90,3,1,2,700
390,200,67,3,1,2,1060
350,400,70,2,2,2,870
450,400,54,2,1,2,3300
450,200,40,2,1,1,700
130,400,65,3,1,2,800
530,400,64,3,1,2,1150
430,400,65,3,2,2,1540
270,220,42,2,1,1,950
290,200,52,2,1,1,730
795,220,66,3,2,3,2750
232,400,43,2,1,1,1000
100,400,50,2,1,2,890
120,309,55,2,1,1,700
715,400,118,3,2,3,3800
450,400,30,2,1,2,650
200,400,62,3,1,1,1100
890,121,69,2,2,2,2800
1598,400,90,2,1,3,4000
358,400,70,3,2,2,3100
218,400,70,3,1,2,1210
613,128,61,2,1,2,2600
352,400,60,2,1,1,1200
600,1076,150,3,2,3,3500
208,220,41,2,1,1,800
450,400,95,3,1,2,6000
440,400,100,3,1,3,1200
450,400,45,2,1,1,4500
230,143,48,2,1,1,1000
700,1200,66,2,1,2,5500
563,220,70,3,2,3,2200
882,545,57,1,1,1,1600
450,400,115,3,2,3,800
400,220,69,3,1,3,1000
600,285,93,2,2,2,3700
268,220,60,3,1,1,780
300,400,55,2,1,1,890
160,400,45,2,1,1,850
380,395,70,2,1,1,1300
300,400,47,2,1,3,1100
300,400,47,2,1,2,1300
367,400,58,3,1,2,800
988,400,68,2,1,3,2500
773,109,58,2,1,2,4200
1000,400,83,3,2,2,2800
612,112,70,3,2,2,3000
370,400,65,3,1,2,1200
500,400,70,3,1,3,1600
351,220,65,3,1,2,1600
370,400,57,3,1,1,800
600,400,70,2,1,3,1500
300,400,50,2,1,2,800
217,220,44,2,1,1,700
120,285,42,2,1,1,1000
643,160,91,3,2,3,2652
495,400,150,2,1,2,1800
265,400,41,2,1,2,750
440,275,65,2,1,1,770
219,220,52,2,1,2,1100
250,400,47,2,1,1,680
135,400,50,2,1,1,670
200,400,60,3,1,1,1200
300,400,47,2,1,2,1300
200,250,52,2,1,1,650
150,326,47,2,1,1,1190
300,400,40,2,1,1,800
300,400,45,1,1,1,1400
319,285,48,2,1,1,1390
350,400,50,2,1,1,800
230,400,48,2,1,1,900
550,400,65,2,1,2,800
828,159,80,2,2,3,2400
300,350,55,2,1,1,2000
300,400,45,2,1,2,800
300,400,50,2,1,1,1200
290,200,60,2,1,2,700
300,400,65,3,2,3,2000
300,400,78,2,1,1,6000
253,400,42,2,1,1,1200
390,400,68,2,1,1,600
717,400,73,2,2,2,2400
300,400,50,2,1,2,1709
200,400,65,3,1,2,1105
200,400,65,3,1,2,1005
120,200,50,2,1,2,1709
432,550,68,3,1,3,950
404,550,45,2,1,2,1200
120,307,55,2,1,1,700
720,109,66,2,2,3,3500
470,423,76,2,1,2,800
611,550,81,2,2,3,2600
280,550,70,3,1,1,1200
753,550,86,2,2,3,2800
230,550,48,2,1,1,1000
300,550,48,2,1,1,1700
737,130,73,3,2,3,2360
894,1769,75,3,2,3,2700
300,220,55,2,1,1,680
550,350,80,3,2,2,1800
383,550,58,2,2,2,2400
250,550,47,2,1,2,850
300,550,50,2,1,1,1409
280,180,59,2,1,1,700
120,550,66,2,1,1,890
230,550,48,2,1,1,1000
300,550,69,2,1,2,1200
720,550,157,3,1,3,1700
230,550,48,2,1,1,1200
215,550,42,2,1,1,700
550,550,50,2,1,1,900
350,550,84,2,1,2,2450
250,550,63,2,2,2,650
511,111,64,3,1,3,1800
300,300,48,2,1,1,1000
200,550,60,2,1,1,900
574,550,55,3,1,3,1000
550,350,62,2,1,2,2400
190,300,64,2,1,2,1559
300,285,67,2,1,2,950
350,247,50,2,1,1,800
169,550,45,2,1,1,830
216,350,78,2,1,1,850
263,550,54,2,1,2,2600
1800,592,170,3,3,3,5000
230,463,48,2,1,1,1200
221,550,45,2,1,1,1000
358,550,70,3,2,2,3100
635,134,74,3,2,2,3390
256,350,41,2,1,1,800
213,550,41,2,1,1,750
180,300,42,2,1,1,890
240,300,50,2,1,1,900
480,506,70,3,1,1,1300
255,550,42,2,1,1,1000
508,350,55,2,2,2,2800
260,550,50,2,1,1,1100
750,135,138,3,2,3,2200
290,200,50,2,1,1,800
200,550,43,2,1,2,1200
300,550,70,3,1,3,1000
